Sector,Q,Year,Burn,Slr_Tot,MnWndSp_Av,MnWndDir_Av,MaxWndGst,AvAirT_Av,AvAirT_AvDMax,AvAirT_Max,AvAirT_AvDMin,AvAirT_Min,AvHum_Av,AvHum_Max,AvHum_Min,Precip_Tot,Slr_Tot_3,MnWndSp_Av_3,MnWndDir_Av_3,MaxWndGst_3,AvAirT_Av_3,AvAirT_AvDMax_3,AvAirT_Max_3,AvAirT_AvDMin_3,AvAirT_Min_3,AvHum_Av_3,AvHum_Max_3,AvHum_Min_3,Precip_Tot_3,Slr_Tot_5,MnWndSp_Av_5,MnWndDir_Av_5,MaxWndGst_5,AvAirT_Av_5,AvAirT_AvDMax_5,AvAirT_Max_5,AvAirT_AvDMin_5,AvAirT_Min_5,AvHum_Av_5,AvHum_Max_5,AvHum_Min_5,Precip_Tot_5,BurnFrCh
0,2,1999,2167.3,-0.01283605274411323,0.0824698444185219,-0.011036960549243857,-0.08602032242212929,-0.040739236982689844,-0.022555033231791085,-0.009232081687790716,-0.06977542351339941,-0.21049132928986433,-0.0731135185955554,0.012051386559227582,-0.05027197451366729,-0.5449753464265262,-0.003942987651536705,0.11125024857895459,0.012745376147691051,0.015689385146462544,-0.022056090693588073,-0.028905539232619015,-0.02527168016572365,-0.013280544381155612,0.008810644980706118,0.07863384780893519,0.015702234415854836,0.17372196761525702,0.29486513702957506,-0.002365792590922023,0.12375135026915443,0.049541861758389864,0.08771314595989067,-0.016700628083092254,-0.022500917191260923,-0.02484085738858081,-0.01319896316017311,-0.04432193683242776,0.04808984058785217,-0.0063814447875346,0.1603456658169395,0.23367605847853928,-0.8219925537912337
0,3,1999,208228.6,-0.0020597363800853585,-0.029793486862980778,0.024380759221063187,-0.007341466476701641,-0.029711405255790375,-0.016262612197692126,-0.010182791746238377,-0.04671041339604748,-0.07402584784522777,-0.058537548491922595,-0.04493966026094495,-0.09271437887228441,-0.29787790951295057,-0.004114632349877152,0.10454009255498942,0.0006462194338631447,0.007913768525458602,-0.023966584814679375,-0.03050910084585363,-0.024931373441233858,-0.016403376865711347,0.005953277955443533,0.06861910495445041,0.009111921354132232,0.13734872737289763,0.2434654486968504,-0.0024687794099262908,0.1119607213119869,0.04588223766092078,0.08986921719512457,-0.018263855678412422,-0.024384129314574267,-0.025027508206764786,-0.013789853819179715,-0.048199505878028855,0.04976402594233553,-0.006672544242446438,0.1531514343311639,0.24226163839463571,1.5685259988248283
0,4,1999,12741.0,0.15485126578124225,0.05045186522504451,-0.0021421399429590537,0.017964905266044374,0.05929336228239065,0.0776647712011909,0.022573626040805473,0.037063118555499174,0.23074343831510907,-0.12418508057813464,0.004817465272087868,-0.12031929027273314,-0.43826555520080424,0.008789639798559703,0.07838711269496286,-0.005179355691326095,-0.004086016133961877,-0.020199447295925706,-0.022640078789922826,-0.026514424537425963,-0.017843318791399283,0.0010206658423861693,0.04973920441558736,0.008529976147252483,0.11748094592117224,0.15315604992429413,0.005273783879135822,0.11061936767953488,0.04120004611177601,0.09941500270502827,-0.00988480010547567,-0.016172273510678223,-0.01865993569820467,-0.003917794272313925,-0.020612731336904076,0.037844242677440965,-0.007205849601127345,0.14506348606777025,0.22828208191970525,0.30688524941416456
0,1,2000,296.9000000000001,-0.06964387700147755,0.08614371387346932,0.022867229735718975,0.20836836228692396,0.004880678356741301,-0.04062444873980327,-0.07368510722248137,0.05726798634249832,0.38590649557861206,0.10350540643157505,0.013020924307358064,0.2388342033429378,0.34746769762522106,0.002985983381769907,0.08093688225687552,0.006165920182286168,0.01934157787583108,-0.02231891466299051,-0.030015731947311868,-0.033326273914331454,-0.012926594550406468,0.0416272067874058,0.06050373092680405,0.009239115650086718,0.14219550576075612,0.15882296198947995,0.0017915900290619443,0.11212874369856093,0.041980789691206846,0.09751371347355776,-0.010706735020117042,-0.017831242494271267,-0.020559514746164936,-0.004182084841009334,0.006822254671676006,0.04043355923033219,-0.007144852122587295,0.1514435510942358,0.1863055494745345,0.7683573818878102
0,2,2000,2745.0,-0.00895226981391258,0.00514235904962741,0.03924556916303716,-0.10168698697155745,0.03303651398824686,0.041572434921622936,0.10222655687865201,0.030223515600032624,0.030999907185861476,-0.037157566043999314,0.016158853166694187,0.0437694450444238,-0.2779880585390063,0.0022399608972771923,0.0792828983163448,0.007524029131834198,0.01644781600515748,-0.02033165905253977,-0.027465058533671923,-0.022416943525551597,-0.011641161672368977,0.04740071388359356,0.05589790553282886,0.009977811045462016,0.14230663896899606,0.16038934918880285,0.0013439765383663153,0.1046581245201966,0.036630455836079066,0.0931420543732153,-0.005434999195993127,-0.011982749112102495,-0.013459083654036924,-0.00010831039021269012,0.010394816075127105,0.04118999220932094,0.0026803395355793425,0.1502847554785282,0.14415410626444689,-0.7745441610099832
0,3,2000,66336.20000000001,-0.0189653058644627,-0.028484181963637202,0.17267221030731283,-0.12781570167946088,-0.038308155715248704,-0.024264024220321916,0.0061663184474022486,-0.056305779976479564,-0.04850712214158373,0.014023158648725198,0.0023009663554772177,-0.011769175046609345,-0.09872237916638674,0.0006595187419053003,0.06582684535878966,0.019116710725329215,-0.0032764076151236715,-0.020988344891411215,-0.0274010381845137,-0.019347397728680684,-0.013558328541582598,0.04561193386169019,0.046860749894401525,0.005506289118420442,0.12668910902875605,0.05222246789616502,0.0003957112451431802,0.09521858548362204,0.03498034933696402,0.08999501087994517,-0.005893231064604333,-0.011614912648877212,-0.011424556304776111,-0.0017670353785409778,0.008540453736594041,0.043225697755913374,0.008548669097649498,0.1324608628027539,0.1808929640179381,-0.18173462068494145
0,4,2000,1260.2,0.053036056672992125,-0.16761347729205317,-0.0604284943430774,-0.06838436973090353,-0.0345095641056449,-0.019500960081462508,-0.017581800566214924,-0.03379307120414987,0.2601829381128016,-0.013701699484132305,0.004337071440941985,-0.12729607323554787,-0.39454637143064836,0.005079190131321311,0.04172140057443152,0.02336858221516697,-0.03377865003633799,-0.02156754714094665,-0.025818889051042754,-0.021354888453854207,-0.015140597594699545,0.04424631935738562,0.042196156746664236,0.005983306756245929,0.11497407702479666,0.02978491708663615,0.003047514078792787,0.07834970040022125,0.028968640031727493,0.05996948379361765,-0.01168559041961886,-0.01601445549772019,-0.011675817154228139,-0.00799754447297897,0.0027072578120028654,0.042699840983122926,0.008343424918963272,0.11357650116571157,0.16563323975190694,-0.8707372426566414
0,1,2001,62.00000000000001,0.01726386140695799,0.00954338534274679,-0.011648236755464392,-0.15552122317346256,-0.028978662856933273,-0.013537484061525643,0.016519260522747048,-0.058460725279289714,-0.27482421978827276,-0.07702793990593579,-0.006044142907914384,-0.17497297488766486,-0.44805772522528536,0.00651784524856781,0.027728411657257725,0.023502772324141257,-0.05110417440276429,-0.021060189403776977,-0.019654804193770904,-0.010499024293048116,-0.02248219324426952,0.013126619714184431,0.02233290723737018,0.00536048149593393,0.03762051819089369,-0.05363644494484345,0.003910707149140686,0.0665603893913133,0.02139091062584979,0.01698296024673556,-0.013220612859339537,-0.015640178875783596,-0.012191144705978185,-0.010514579091570133,0.013144747077996238,0.03556395887322468,0.0074511690367396995,0.09625068073502346,0.13160397841477114,-0.6307236184673486
0,2,2001,25064.300000000003,-0.07851290664900928,0.02945166355991367,0.08875518151712704,0.0234039412718585,0.03465395364750421,0.041246352253019036,0.035794813330519225,0.0017612719960955036,-0.2042221273345926,-0.18891647059817324,-0.011831391458131127,-0.13575512678386453,0.21799935688458505,-2.4896972182963707e-05,0.03304477317810757,0.030976186071424924,-0.03618926468495264,-0.010050165918430146,-0.007200578942731617,-0.0020691826103409476,-0.01777516070657762,-0.008070380808613225,-0.017113911201134535,0.002971878148260271,-0.023686414603742118,-0.12827481634284107,-1.4938183309778225e-05,0.06449224119397927,0.021332329633752548,-0.001136995872485441,-0.013215818399089554,-0.01502862208582004,-0.011071464315174624,-0.011416031496785417,0.020599060092559043,0.028080421684261225,0.008312344945291341,0.0852220120335871,0.10741953498948127,1.0586130365018132
0,3,2001,175592.3,-0.1403369797820646,-0.1031767745710968,0.24762119062316498,0.08889119776059487,0.007871526215838132,0.009075539371402045,-0.00485431763303317,0.0042334091974763205,0.05960599453150526,-0.07647734992988611,0.009492622109705261,-0.2554281231652374,0.07894474682210874,-0.0024600319095021417,0.024086455925024453,0.0556263058235201,-0.020182955545442634,-0.00989799275812255,-0.006568204624572115,-0.005314019595460927,-0.018353453793246405,0.0033987776161530816,-0.041547452800077954,0.0005819852143670612,-0.06571220875214699,-0.15871741400944947,-0.0070317871724130095,0.056796983194194364,0.02523485717556089,-0.0009907326332229739,-0.012482968298162912,-0.014723851475306096,-0.010600856574820487,-0.01074253985784267,0.025566231996238142,0.021174585899672183,0.007079771226790291,0.055262380673523806,0.09542085480659943,1.1659531291256287
0,4,2001,2626.799999999999,-0.1530427621922082,-0.06998885364415772,0.242137211001199,-0.0470320323622264,0.03413833437667857,-0.0012577268750359398,0.0016869483119116957,0.05886662378593677,0.04362446680867511,0.03755138333899885,0.003411307935966082,0.1267060126050645,0.15400630562605616,-0.01796952883935645,0.009670579632773428,0.07287568152554626,-0.01788002823543416,-0.002117052448531971,-0.000581081442625609,0.00047683300636890477,-0.008499785784153275,0.017894230633508625,-0.04165311755273208,0.0002931682088217761,-0.04517771515994368,-0.1750552007865004,-0.014683925282023419,0.035083159334718325,0.03395347964765526,-0.011440450310288796,-0.011480437182196315,-0.01394856314555896,-0.01259502111898044,-0.010516329751733547,0.013250716153082025,0.017933468772211032,0.006660296235856354,0.05569297694637844,0.07084880858440869,-0.7305606959295874
0,1,2002,30.200000000000003,-0.1229470163489205,-0.13923499432474418,-0.024987976856445115,-0.09873441264194277,-0.04331892809870154,-0.011828029715719715,0.03184672591578453,-0.10169714695601677,-0.5026329452599456,-0.05205447244224851,0.013703052547467195,-0.3956991032922608,-0.38146796334428695,-0.03184547690958847,-0.022924078099112188,0.060619628593452775,-0.02949234240608023,-0.0034742986789674094,0.0016440648853235605,0.008439845882671972,-0.014777219570653677,-0.025303362593910195,-0.04550764147089073,0.0013732045889945815,-0.07957637992312029,-0.173623600157327,-0.020831276099469442,0.025344085661955257,0.03836788484221441,-0.012739032650856361,-0.015162097925207332,-0.016934134088788206,-0.01140553908821044,-0.015514551872063617,-0.006812331321834081,0.016614190735249865,0.007119886349562352,0.03879504751836884,0.03780217277504477,-0.8201266657695794
