Sector,Q,MnWndDir_Av,MaxWndGst,AvAirT_Av,AvAirT_Max,AvAirT_Min,AvHum_Max,Precip_Tot,MnWndDir_Av_3,Precip_Tot_3,BurnFrCh,Fire
4,3,0.12825368677334942,-0.06095053859682181,-0.050533609123397286,-0.026415318296045896,-0.06675875217186003,-0.0142422855454413,0.04540659151272206,-0.023199046748641868,0.7890810051059425,-0.7282607821752765,1
2,4,-0.12252929332986245,-0.2597650353620081,-0.02339169081962491,-0.01664133224771966,0.032044956878636684,-0.008022212635932556,0.227083126189992,-0.08835094815885107,-0.23154146123571995,-0.916244683852212,1
0,2,-0.06599795129401605,-0.11660914010845032,0.027052215751246184,-0.007048745916394876,0.03887393658976456,0.011290482468637541,-0.035441316513255265,-0.0196966383376317,0.3622255981196257,-0.8710507587561653,1
3,1,0.03285442387206241,-0.05555251862920777,-0.019832502073062915,0.0005701900677751954,-0.08255263308829389,0.010334949031328523,-0.5279429137891574,0.022274836847366145,-0.1493236044346036,1.7182498852357813,0
4,3,-0.04643688359114413,-0.21491471530562864,0.031964412847603124,-0.0023638695224661907,0.0904914649332693,-0.10933853920205236,-0.8739509535184204,-0.051217484297819325,-0.31707944781543834,0.2878635380030801,1
0,1,-0.013258518063155809,0.05238506922365303,-0.035066955702969346,-0.11375110940692605,0.09861217593014153,0.0014297602158296065,0.5529986191524696,0.05811863119218753,0.26253614953895704,-0.9779625385214388,0
4,4,0.1372517163898455,0.21573030441564106,-0.017128430400762878,0.027942215486665124,0.001981374370200359,0.02036621698157397,2.5869282016215447,-0.03465097854377881,0.5124918958752733,1.25409745099353,1
0,1,0.01429108100249291,0.01178663592438195,0.08631323511721327,0.050833551823706656,0.7137720703268564,0.0029016129716991235,0.20766948269657706,-0.07026010711001761,-0.2604371657341917,6.749860473529679,0
4,2,0.05818454515468774,-0.14612563771168266,-0.04840114536428704,-0.02514436412037755,-0.057376179109085136,0.020691883652944564,-0.04204780844988101,0.020544169995119304,-0.2413476105439364,-0.4367489059763228,1
0,1,0.042551607648267466,0.2938726303022506,-0.001949239932656053,0.04191672009009106,0.025669232505860937,0.015181640833592356,-0.3633899391833151,0.09810392473068018,-0.17255401719615449,0.061371793372878486,0
0,4,0.10313718630319273,0.03334716374071948,0.026093028931675543,-0.01288559282898622,-0.015723084904904743,-0.007331938279697566,0.17985513191875502,0.09505208156561527,-0.09941481700423492,-0.23466026214748864,1
0,1,0.05130206769309866,-0.16551960576672992,-0.0679920904090614,-0.036996989916922976,-0.10101779979182164,0.002120666439010886,-0.3418849652451021,-0.0886840428923536,-0.014164491349506043,0.3679307507516781,0
2,2,0.029990511250336676,-0.23043479908522194,-0.05092621313364374,-0.07653780716758696,0.010669415942124543,-0.009089767028618656,0.045695817270680436,-0.08620920416689297,-0.11047463486585384,-0.8553534419228488,1
3,4,0.0559267737250463,-0.1667336962151313,0.036930011068222385,0.02036345638324951,0.03498687336249782,0.010498342169806768,-0.8467486709598866,0.05708483976381161,0.07343894892475529,-0.6005635080232985,0
3,3,0.03228296852902675,-0.14031067290467952,0.020201491727841712,-0.00564378790349356,0.03808751886748553,-0.08031866990712927,-0.9988780852655198,0.02843829169642332,-0.09917559896971144,-0.95760514693571,0
0,1,0.02286722973571897,0.208368362286924,0.004880678356741301,-0.07368510722248138,0.3859064955786121,0.013020924307358064,0.34746769762522106,0.006165920182286168,0.15882296198947995,0.7683573818878102,0
0,3,-0.18970453891317926,-0.1373539388997554,-0.00914691724041638,0.012962128394701036,-0.006179844864766656,0.03509180551853828,0.5327833317843851,-0.11007105951381436,0.017347047148935087,0.3511459023591181,1
4,1,0.2480913878112585,-0.2050213698150558,0.01074036283755641,0.012411306872172644,0.08241548875949659,0.00337132377061808,-0.5063914448872194,0.02180475916272818,-0.4542570054015467,-0.973261802290082,0
3,1,-0.05550142819397488,0.3574977444509021,0.00206492524782298,-0.02833993783685685,-0.006923299518594131,0.01988934325766189,0.4353208449259838,-0.04268977013093172,-0.08521840955686186,-0.7478353093885046,0
4,3,0.04051455447480088,-0.20230432407816207,0.00813646087524997,0.011681945519102432,0.03336722284240843,0.05881830666372478,-0.5067866502085613,-0.07285831554421156,-0.1924632410233682,-0.4643024042038895,1
0,1,-0.1568528404424409,-0.040210890271447086,0.02274520934587806,-0.012647976464747641,0.1816662665901793,0.010979555577357584,-0.010122605306890731,0.07130186273215168,0.023898177763721856,-0.1822314970252737,0
3,3,-0.015155136929898063,-0.15886489132468384,-0.008508252038136974,-0.033166826598878325,0.02043269358866849,-0.01912245305895625,-0.5020089406191759,0.026098232168673702,-0.13071283069419998,-0.8320635623997544,1
3,2,-0.14749996216200773,1.0064931889681976,0.032514316613098906,-0.0017699559435463085,0.017226444664852927,0.03228973051605753,-0.9541083702016429,-0.11299931891472398,-0.529075149956687,-0.7828420101307221,1
2,4,-0.12751526129056207,-0.13734926470286707,0.009370899179187509,-0.028108930696774486,0.1995137331682475,0.01158576933238903,-0.003936105937623791,-0.014186621488163891,-0.33990813425769,1.145359251875755,1
3,2,0.04518373513683913,-0.1696941689146509,0.04353212408199274,0.01977070539088314,0.08430149646182425,-0.04294760679964808,-0.4991217284666038,0.04022982832293049,-0.5224721064751127,-0.5174888048966058,1
2,3,-0.13438619958942147,0.33231910230616435,-0.002180324765492868,0.039115591433296286,-0.4501029775069759,0.03688572972878086,0.0855935729149079,0.08332444338754706,0.06336592454089691,-0.3546782558928429,1
2,3,0.042037253604620364,-0.3322791250271835,-0.006727105552161985,-0.01228164530770751,0.03639594193512431,0.0010584835558735683,-0.32082008835491665,-0.05640570226154351,-0.026584366779071958,-0.6470122545728055,1
4,3,-0.034522870558120644,-0.14294473149512682,0.01514713328692045,0.026296215627611225,0.04195100264205218,0.009715251972742188,0.17922367636120998,-0.058851578673868137,-0.22255024426432746,2.063516315518445,1
3,1,0.016409350431571525,0.15210948697400545,0.002084508972179005,-0.007598886612844284,0.1644860206626115,-0.1895489078769699,-0.2298981855192601,0.01144616662336784,-0.2711361447997877,-0.8546847545628671,0
1,4,0.19870609534486786,-0.15338042320587372,0.01368095856649924,-0.031165657430186733,0.0646700109174467,-0.011482098815599336,-0.01779499223462341,-0.006871474282884783,0.0822009034572248,-0.9424443477132494,0
4,1,-0.227431050637004,-0.20479256698968928,0.09730842824589712,0.02972916530642371,0.7005535051090885,-0.0060947442393601645,-0.5535367951144774,-0.02282788429309192,-0.4034124465717302,0.8344302199255335,1
0,2,0.08992680135907191,0.3858030636562785,0.0345580644425046,0.01340120551444795,-0.35330838762584865,-0.029054909629163975,0.7016882253903824,0.12062230640512883,0.09154207406210793,-0.8666894818707847,1
1,1,0.08440078530407448,-0.250539692578166,-0.01008864816294575,0.0029660818091292425,0.005774261471283802,0.004709971331959879,-0.7596420445862874,0.015056170987853943,-0.14113000346102034,0.5779656371823311,0
1,3,-0.11629909759175736,-0.10898490066617364,-0.03071855753067885,-0.0016960043274389367,-0.03495168727596185,0.04552919750878915,-0.6498385932481343,-0.08030398071488445,-0.14995875709356518,-0.9811806482358004,1
1,1,-0.05442230913553884,-0.08331065879209383,-0.06546478922538561,-0.09368661204752947,-0.01936703578889948,0.008738694952992182,-0.4285563188176016,0.06541416217220195,0.15136635738482515,-0.8364462043634836,0
0,4,-0.2511806486249483,-0.3216036668267311,-0.037067783282570314,0.010157738302869949,-0.4805686756457351,-0.0003651689760031657,-0.7090572802889247,-0.07239778296698758,-0.2991825158772797,-0.9140180079804237,0
1,4,-0.02279568773139501,-0.1355403229900664,0.05047694411229579,0.02172351406512995,0.12885232910895975,0.008100910729516459,-0.31630378353192495,0.033465017150456015,0.3751142990376019,2.571835614030631,1
3,2,0.054931459081983824,-0.10561395784505496,0.036438385165118534,0.018415137041927567,0.05806468223917925,-0.003133665333666949,0.1436515019580472,0.0519409203473788,-0.029337011464637224,-0.3337751252366453,1
4,4,-0.1341050896526228,-0.18999734872363586,0.05470079935059848,0.008395754573577734,0.1370207776086272,0.011461281385017452,-0.07313057527192493,-0.04402640213527565,-0.3386642885126637,-0.8940692934965807,0
2,1,0.2807562068616577,-0.10282130449734964,-0.012832760379333164,-0.01092269851529508,0.06348119403012316,0.013520878986077605,-0.09778615624311147,0.09029937649760124,0.19090692610018045,-0.9509109233449948,0
4,2,0.02055344265575566,-0.11859734426037735,0.03288719174223588,0.0041846657270171094,0.10791565449739426,-0.0052736648703294395,-0.36211578548754303,-0.06816077406771014,-0.36850854625037854,1.0415010269192213,1
0,2,0.08875518151712704,0.0234039412718585,0.03465395364750421,0.035794813330519225,-0.2042221273345926,-0.011831391458131129,0.21799935688458505,0.030976186071424924,-0.12827481634284107,1.0586130365018132,1
1,3,0.04892626189832968,0.07655116070977709,0.0020888736758993454,0.005629701888146232,0.0019995521258267127,-0.01855616454137172,-0.9485916187024019,-0.08010110557510115,0.2582305717639952,0.04472043324478565,1
1,4,0.0015257705192764093,0.5527926767515616,0.0011293998473009207,0.011101065114268456,0.005071142055773091,-0.005351433974425753,-0.08968887809632156,0.03257725330477318,-0.03726170304409882,-0.9374299261448172,0
1,3,-0.009665319037053359,-0.2269004282794403,0.0009512971564995722,-0.023970756874711355,0.04113595361089724,0.004343588082012956,-0.8346579342973832,-0.010378828732970078,-0.08014123995513224,-0.9686197621975438,1
0,4,0.017059620351855858,-0.22292311396031952,-0.007703192408205939,-0.044472051230410516,-0.05271352323024666,0.0002825307068497785,0.3158533830294102,-0.055808574587732335,0.08751767132069904,-0.9448371542043448,0
2,1,0.2112619632876913,-0.05239284799645465,-0.057511243924205736,-0.05842306009639366,0.05074032465638263,0.012269547468406573,0.6393834915548713,0.05836136460991885,-0.22989688680172995,-0.992144214899082,0
1,2,0.2423790145681169,-0.05282859259081429,0.021945884744911968,0.0014532777746234953,0.05069474030201685,-0.0013032687612774536,-0.054992173274886716,0.11121248265722387,0.003266618396124413,5.145347436722406,1
1,4,-0.092356695586659,-0.15161917647649722,-0.010075445420649278,-0.001676476200805608,-0.08479026966543331,-0.008870126956574149,-0.8921280473274595,0.002085173237462129,-0.24431437632885655,-0.7033118457341886,1
0,3,-0.06453074824883769,-0.2035894798794472,0.02894017829051168,-0.005446450797811809,0.0774428012285672,-0.10838788015686608,-0.9241228279048498,-0.10497291986912896,-0.25082091970216425,4.492789011029225,1
4,1,-0.0017950209078122926,-0.083315238455372,0.003930049307624318,0.07424718440159338,0.44182921018696864,0.005402044936981007,0.1117034691723834,0.011230580542192056,-0.3077820929632594,-0.8975826825391306,0
0,4,-0.1312635817865195,-0.2455195679823699,-0.012039360383289779,-0.045554628825904143,-0.052526496080000866,-0.0010183624785709783,-0.5438410354928809,-0.13459286653811944,-0.1952807131693702,-0.8261158454978509,1
2,3,-0.17851483100316534,-0.011119347664936885,-0.012912689350402377,-0.033150961832678065,-0.15536142756328536,0.07136714311177966,1.9708149918988176,-0.08101927059277188,0.6273230062987936,-0.7096276571804552,1
2,1,0.1119365469406202,0.29275070816335635,-0.03057738296757847,-0.041681683309991266,0.02471856477540919,0.015638694873098533,1.2265941765802597,0.0930960806580776,-0.0242989036411963,-0.9945201108808228,0
4,2,-0.003324042866594651,-0.1307974965780529,0.0069400289322891105,0.04493771265056521,0.08240571897305868,-0.004479591596141125,-0.5223019005164037,0.03340077256890468,-0.08675314749894285,-0.5267806144637854,1
1,4,0.05542112357922948,-0.1469845312923597,-0.0012789678714093698,0.02782028647563916,-0.02068709686424338,-0.005445156146880105,0.5913362990881319,0.030974319041921463,-0.1018119273721208,-0.9907476764487996,0
2,1,0.18510479983057185,0.3670959479002135,0.006290030649396028,0.04039429483754793,-0.20407170281298664,0.015638694873098533,-0.215993387613962,0.14857079669600146,0.04833694062211108,-0.7934694936517165,0
1,4,-0.19827351502331106,-0.12298132681285005,-0.007325562758883826,0.0296664841897345,-0.045631499482567735,0.008100910729516459,-0.3350498802513045,-0.09505017250343778,-0.1730951474882826,-0.8691090759416931,1
0,4,-0.0021421399429590537,0.017964905266044374,0.05929336228239065,0.022573626040805476,0.2307434383151091,0.004817465272087868,-0.4382655552008041,-0.005179355691326095,0.15315604992429413,0.30688524941416456,1
2,2,-0.25591602602056623,-0.012087912087912229,7.023138265088308e-05,0.0047059341440830425,0.03284356326357828,-0.026927389032961283,-0.2002226787846048,-0.11197275612526328,0.2523544010295016,0.2258255620626517,1
0,2,0.06219539316576541,0.4942358115060495,0.09142580184239496,0.06043977892131466,0.03851326249715507,0.0128259280269331,-0.5178051432307365,0.03742089790924129,-0.4783206434389064,-0.4696654454067257,1
1,1,-0.010275411809463102,0.3384674672475482,-0.009476377520130686,0.012106022505730176,-0.004315233885902814,-0.003353595056559063,-0.2139246509866072,0.041435569045881394,-0.08703412033969232,-0.3419466628417456,0
4,3,0.017032692638243356,-0.053017572332239866,-0.0057790924134300216,0.01851502266236052,0.0018676065123542785,0.0002113276724767174,-0.3183031054884781,0.06226184937468971,0.7527749281971703,-0.7293366681393038,1
2,3,0.02430237225979013,-0.2038828472092352,-0.0005229389401860182,-0.02653173772249929,0.07383457279799235,-0.0010553863131217867,-0.4668500245771957,0.004432350205843973,-0.19260063265921454,-0.09700409399800523,1
4,2,0.17215833599667213,-0.17572344716145946,-0.0658597472971367,-0.03388691462773311,-0.1919976861835949,0.01820814436572625,-0.546566824824532,-0.020113581309210517,-0.33833743915276066,-0.2891924954365381,1
4,4,0.012037746600528455,-0.08572975238837341,0.018078807241721208,0.09777118686917594,-0.08155794010040104,0.0162637329882867,1.4771176849348944,-0.025731528966175355,-0.3707268630438997,-0.8045853324208871,0
1,3,0.004200936173494341,0.10294899989767743,-0.020348618271876798,-0.00632847809856101,-0.03427296322861932,0.0507314351281967,0.16313843577407164,-0.04934236935590728,0.1893808700530868,-0.8644305355689853,1
1,2,-0.0970814196309934,0.2464519601388437,-0.02151289032328934,-0.019692056213378276,0.02425062183383437,-0.0005222160697484157,0.5658515139559757,-0.10591125412311353,0.0374217181544633,-0.9207333821094912,1
1,1,-0.12292406480684046,-0.23473984700337375,0.00015361493966330777,-0.02783514438605453,0.18205434830150766,0.0073835205693474045,0.2773074890638761,0.02222070237998437,-0.21588042176477493,-0.9581260789607142,0
3,3,-0.006081382146387288,-0.13269383840566473,0.030416005666116783,0.00306666431376195,0.05475740473743192,0.03638217670794912,-0.7595378726549118,0.05559346759232802,-0.4187328289723656,1.2624034229839036,1
1,2,-0.10945937725176663,0.055480656511222484,0.024311608158882413,0.0003925115994092149,0.06480915419825281,-0.005801853761877843,-0.5501730618238492,-0.08702404825734239,0.19843406795488486,-0.9369458970043254,1
3,2,0.08614672031944974,0.0015873303342460266,-0.03360856117334905,-0.005941579519106978,-0.003356908041793057,0.03519224744433428,0.19300491232242376,0.05383945776499793,-0.4179262471377883,-0.21306598552340172,1
2,3,-0.1077087241692295,-0.18787763024281187,-0.0040331662328060795,-0.02805151115019597,0.049186462751108585,0.0053952650338529706,3.0858769028302366,-0.03975750561073282,-0.1986868404811334,-0.84779867298031,1
4,4,0.017499587296422002,0.47489210850198105,0.06077654614774445,0.002715764565564996,0.1765909455189503,-0.0346450262434541,-0.00830009208492062,-0.011268514551406143,0.4795725366476662,1.0820409144569267,1
2,2,0.10125712486640988,-0.4009118055235192,0.03367258758822266,0.017683023446210294,0.032168199370088746,0.04026211463328619,-0.008795940857810014,-0.13885737910119164,0.2527744612208568,-0.4498735903187587,1
0,4,-0.0604284943430774,-0.06838436973090352,-0.0345095641056449,-0.017581800566214924,0.2601829381128016,0.004337071440941985,-0.3945463714306484,0.02336858221516697,0.02978491708663615,-0.8707372426566414,0
4,4,0.1542670189226007,0.20229660359772145,-0.033101978256450025,0.026973004640834877,0.018489944958290372,-0.00013901772454006368,0.5197728790281102,0.02561745269977193,0.3766857469008821,11.53089099787771,1
1,3,0.0074671033735383705,0.10441563845138098,-0.0005998428665929751,-0.006804232949130722,-0.0006862742748885125,0.015836511454956202,-0.9187365129666822,-0.07574181270347588,0.06302560418996353,-0.7191522279140781,1
0,3,-0.41156376928047217,-0.15946873325344413,-0.003167714277359635,0.010526607530947463,-0.027441210974957768,0.041682537925959016,-0.16395636769625094,-0.11717626269890695,-0.247160068798608,-0.7507152465651186,1
3,2,-0.09362770992697184,0.16992591154602327,0.001674411466403545,-0.007506254821475059,0.037486591601118134,0.029444630410683438,1.3268203925870086,-0.06663127008026444,-0.08872981141408738,-0.4264916231531092,1
0,1,-0.011648236755464392,-0.15552122317346256,-0.028978662856933277,0.016519260522747048,-0.2748242197882728,-0.006044142907914384,-0.44805772522528536,0.023502772324141257,-0.05363644494484345,-0.6307236184673486,0
0,4,0.24213721100119895,-0.0470320323622264,0.03413833437667857,0.0016869483119116954,0.043624466808675114,0.003411307935966082,0.15400630562605616,0.07287568152554626,-0.1750552007865004,-0.7305606959295874,1
2,4,0.16954743493310528,-0.20504905889283226,-0.0252340017721149,0.011633642487060348,0.007583050343793585,0.013600769892111408,2.2658045879584123,-0.060071079000380515,0.04332175311416908,-0.981001935256714,1
0,2,0.1462522462655927,-0.01425380496470815,-0.07239820249423144,-0.039782064963908285,-0.040451320883160564,-0.18034497999663854,0.5650408056627463,0.1177896666335735,0.08041757075933073,-0.9450446259132168,0
0,4,0.061834217246063125,0.12689513650166462,0.016340293618817732,-0.027835339011307525,0.08418691941920034,-0.011409406321770978,0.04512570660481493,0.08340224637273304,-0.01259641556281102,-0.7689076899248377,1
1,4,0.14532553826007913,-0.13528479122850198,0.009767766536648449,0.06419219125349822,0.016889853723338063,0.0013185724426229956,0.688149416537364,-0.0022208998547223005,-0.0547175423235067,-0.9628192329689208,0
0,1,-0.11327608074762817,-0.07276276583059152,0.030314286761518882,0.008057085300384497,-0.10137199576162356,0.0045112502733472256,0.2794647528429913,0.10206291485136276,0.2347125297461442,-0.5687804835005814,0
1,3,0.050613891204438016,-0.196761269761605,0.01438456773635686,0.03999150375259157,0.04871605785117725,0.035584117034956585,-0.5665524244583188,0.09441674928740916,0.1812705936410627,-0.9195774899861769,1
3,3,-0.024583745822021625,-0.13879482317199004,-0.010495657443092664,-0.0001987291157780836,-0.01957890641285976,0.06967802349682217,-0.9864339244486724,0.05578219851808816,-0.11466942860219775,-0.8011020344422518,1
2,1,0.11816911453778142,-0.0553153979542943,-0.05879531419050595,0.011167227297297464,0.04247174510798225,0.016307665772864383,-0.028114108307655112,0.08883121063464766,0.6900338827594741,3.973363424230991,1
1,2,-0.016182091580794256,-0.11204880806306157,0.04425253439082237,0.024985772357665324,0.12130826457841523,0.01174824320660367,-0.3529585716215156,-0.010583318878388448,0.19359391393318676,-0.880564173389683,1
3,4,0.02369916674453238,-0.00040960950627791067,-0.03404061792629099,-0.046150378871088964,-0.03423214780582464,0.014059872640171242,0.3964279255733375,-0.013524146451047629,0.20416386709568776,-0.516494504309944,0
2,4,0.08708698258001861,0.3505865909101742,-0.04767033800683949,-0.013917857935843051,-0.623961748834329,0.008037692784366866,1.9379237340976845,0.08887051263492983,-0.18758847100905796,-0.9996109681255269,0
3,1,0.160547179516134,-0.09640592855718738,-0.007701761247473673,-0.0007192620647207184,-0.017343173456800594,0.007839481761817018,-0.43340568195381896,-0.011442545292109228,-0.28782180368722404,-0.65808177544204,0
1,4,0.0436913428600873,-0.173612307633989,0.027948484808262463,-0.011516651866336457,0.12074288527094312,0.005417966914504515,-0.2374985613642572,0.10565189713854813,-0.16433070642958605,-0.7037073145947921,1
2,1,-0.2516924835842443,-0.11103624617982932,0.006332714534242649,0.0032770438321999976,0.05725761959398583,-0.0011097516445530279,-0.4853071804105622,-0.12981377437846411,-0.1853685248477096,-0.9074588515111848,0
4,1,0.12105303288060475,0.17527173083012007,-0.031238145519684974,0.05467477517548865,-4.314235119162094,0.005402044936981007,0.7564505545423215,-0.01849195822530527,0.5638126455528008,0.6893056194163575,1
4,1,-0.1390504033703598,-0.2836208503758895,-0.021014292649389376,-0.04561591286506917,0.26285752541469176,0.0027156782479279603,-0.22486741725943887,-0.001318902575123818,-0.5215577053042795,-0.8547066376906822,0
1,3,0.05695263599621792,-0.1274783280436987,-0.011335540809425278,0.007907038620656604,-0.011062630974287415,-0.0050655960524073045,-0.4863142951825061,0.02209080231172276,-0.16435617119991822,-0.9862921523990544,1
2,3,0.045447106032342637,-0.1254390505115439,9.731510916787274e-05,-0.007235697435654345,0.06631594693977337,-0.04272004388190977,-0.36062746333605855,-0.056074974735406034,-0.14463040674367514,-0.17179445267373716,1
1,4,-0.20528064132349091,0.046135822282974234,0.010044506059418378,-0.02252097146245701,-0.01184977302408888,-0.0182410419748779,0.3258671765308653,-0.09732253747631336,0.1117347754038926,-0.8490081352613357,1
3,3,-0.16174735241835306,0.9349863750377896,0.004609374770433682,-0.004806876171274842,-0.013182232614932959,0.12232367539999768,-0.21684213487922374,-0.12924866341593366,-0.4249974782641993,-0.4776497690869544,1
3,3,0.03886127238180137,-0.08402099069822078,-0.027991323811751838,-0.003915855370629049,-0.01869439251422992,0.022725603155601844,0.1691121386264336,-0.01237907127187546,0.22460557305902956,3.8307365482231175,1
4,2,0.13003911868009194,-0.1819785982193184,0.0500689153835782,0.03744940343273346,0.11156225362287013,-0.014397022746996602,-0.7633471873494074,0.016769497606897485,-0.2284762060482699,-0.7180961395769017,1
3,1,0.08376647513681289,0.09609923887451413,0.03551371224539065,0.03370232130050441,0.0891424586760315,0.01988934325766189,1.1727513713294455,0.02076067858526523,-0.10300217149935996,-0.9658081775442041,0
4,2,0.03180694845733148,0.0968252868017627,0.0220379765484282,0.015228623621420637,0.0944963690984724,-0.029475228692815183,0.11767668623341733,-0.02444670711710066,0.5572469768339889,0.7884749660484363,1
4,1,-0.016116359683773052,0.1275361144257819,-0.03791216105109069,-0.03545222795729994,-0.13444052684037566,0.005402044936981007,-0.2652705149726803,0.04400802217031816,0.29817379192575555,2.9125313840303684,1
1,4,-0.05118107718315505,0.03222628169344903,-0.03437800824852435,-0.025544997169215683,0.032752733843389184,0.008110807975677462,-0.15919462684543725,-0.04363393537936902,0.1305297446790775,-0.983920174335856,0
0,1,0.06836807203096544,-0.12596185232296667,0.05580255656761283,-0.003232920360329861,0.17997364944381786,0.00016823970455251416,0.4255703211454217,-0.03332146042568918,0.1784377535258765,-1.0,0
0,4,-0.0613853213401073,-0.2109526259149216,0.017354298634814712,-0.04216709390388496,0.2684735757040265,0.011729237695670334,-0.006752858775615697,-0.04125924077433685,0.06182365957293647,14.794632936644748,1
2,3,0.10568453351665884,0.5365700090980708,0.04098709855103577,0.017405493934115668,0.12561919347777653,0.01217322646524271,-0.6894361012787272,0.12253933244972075,0.1767352388134502,-0.4745991402733719,1
4,3,-0.04598531383004282,-0.24324274502992904,0.02413287999796269,0.014458652205341963,0.06657824535893056,-0.07900655678848911,-0.8930398684682466,0.08065070438730869,0.4520762853340636,-0.4014832588706953,1
0,3,-0.07724853836425419,-0.11639641913586525,-0.0008988808016887883,0.004157084272175162,0.03017882263191904,0.0609542196211599,1.4970637055373994,-0.04865588365737,0.11054997959195577,0.14076601268950986,1
1,3,-0.016576949710147997,-0.2247354856856183,0.009388659202339658,-0.002526876448929848,0.00020597867052288139,-0.031089582736683687,-0.8257183755599108,-0.021679426564457788,-0.13460060459859227,0.2653550245767986,1
3,3,-0.1152453364366551,0.15865341994250412,0.005675747090330485,-0.0038489022570939407,0.02145312639069932,0.03794186602520204,0.13218317085681625,-0.0033876728528488627,-0.15440371971413014,-0.4338728245277709,1
2,4,0.02100186015011679,-0.15573049906949796,0.0011739038131093206,0.025650184135776327,0.0596684239301817,-0.003891882633704893,-0.2983001000203788,-0.004703908241014927,-0.05383189912899065,-0.9924330226556292,0
4,4,-0.0702843698718413,-0.26664527108507546,-0.03396957438689237,-0.03080228318960427,-0.06868225101277185,0.017597092717122616,-0.04935774731856076,0.006005650437621203,-0.5440943818841423,-0.9320959163746818,0
1,2,0.03532857410307918,0.8143866627323575,0.05554805948414147,0.025246309969024983,0.09170929498203877,0.026149101527099608,-0.29644235260590385,-0.06468845185523116,-0.18958429699298548,-0.7778888405530733,1
4,4,-0.06700445110619767,-0.22182923770000668,0.012303655514642823,-0.05173568682333487,0.1952644047874336,0.014966038563793345,-0.3637893675303221,-0.04829896585574636,-0.36927692840189263,-0.8944249442150076,0
